,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
att_str_raw[Stoke],-0.058,0.258,-0.556,0.41,0.019,0.013,190.0,694.0,1.0
att_str_raw[Swansea],0.012,0.261,-0.47,0.5,0.019,0.013,190.0,692.0,1.0
att_str_raw[West Brom],0.01,0.258,-0.486,0.473,0.019,0.013,193.0,626.0,1.0
def_str_raw[Barnsley],0.251,0.239,-0.199,0.688,0.015,0.011,244.0,510.0,1.02
def_str_raw[Birmingham],0.197,0.236,-0.26,0.613,0.015,0.011,248.0,480.0,1.01
def_str_raw[Blackburn],-0.207,0.264,-0.728,0.259,0.014,0.01,333.0,754.0,1.01
def_str_raw[Blackpool],0.014,0.25,-0.44,0.499,0.015,0.011,266.0,575.0,1.02
def_str_raw[Bournemouth],-0.36,0.266,-0.835,0.166,0.015,0.01,335.0,660.0,1.01
def_str_raw[Bristol City],0.266,0.237,-0.162,0.723,0.015,0.011,239.0,582.0,1.01
def_str_raw[Cardiff City],0.047,0.247,-0.424,0.512,0.015,0.011,273.0,600.0,1.01
def_str_raw[Coventry],-0.017,0.246,-0.467,0.43,0.015,0.011,272.0,567.0,1.02
def_str_raw[Derby],-0.028,0.249,-0.496,0.437,0.015,0.011,277.0,602.0,1.01
def_str_raw[Fulham],-0.224,0.262,-0.701,0.273,0.015,0.011,308.0,609.0,1.01
def_str_raw[Huddersfield Town],-0.197,0.259,-0.69,0.275,0.015,0.011,290.0,572.0,1.01
def_str_raw[Hull],-0.047,0.252,-0.524,0.427,0.015,0.011,275.0,576.0,1.01
def_str_raw[Luton Town],-0.066,0.25,-0.511,0.411,0.015,0.011,282.0,625.0,1.01
def_str_raw[Middlesbrough],-0.193,0.259,-0.696,0.263,0.015,0.011,289.0,744.0,1.01
def_str_raw[Millwall],-0.162,0.255,-0.625,0.325,0.016,0.011,263.0,550.0,1.01
def_str_raw[Nottm Forest],-0.237,0.256,-0.706,0.256,0.015,0.01,305.0,584.0,1.01
def_str_raw[Peterborough United],0.371,0.238,-0.105,0.777,0.015,0.011,244.0,599.0,1.01
def_str_raw[Preston],-0.06,0.255,-0.516,0.421,0.015,0.011,274.0,610.0,1.02
def_str_raw[QPR],0.045,0.245,-0.41,0.479,0.015,0.011,258.0,600.0,1.01
def_str_raw[Reading],0.339,0.234,-0.094,0.771,0.015,0.011,238.0,449.0,1.02
def_str_raw[Sheff Utd],-0.195,0.258,-0.698,0.274,0.015,0.011,292.0,709.0,1.01
def_str_raw[Stoke],-0.082,0.257,-0.562,0.391,0.015,0.011,288.0,685.0,1.01
def_str_raw[Swansea],0.158,0.246,-0.301,0.613,0.015,0.011,268.0,794.0,1.02
def_str_raw[West Brom],-0.291,0.271,-0.784,0.229,0.015,0.011,319.0,712.0,1.01
home_adv,0.174,0.057,0.066,0.282,0.001,0.001,1558.0,2271.0,1.0
baseline,0.086,0.042,0.009,0.166,0.001,0.001,1486.0,2194.0,1.0
att_str[Barnsley],-0.442,0.189,-0.798,-0.102,0.003,0.002,5029.0,2911.0,1.0
att_str[Birmingham],-0.046,0.157,-0.344,0.239,0.002,0.002,6683.0,2956.0,1.0
att_str[Blackburn],0.042,0.154,-0.251,0.331,0.002,0.003,7147.0,2562.0,1.0
att_str[Blackpool],-0.027,0.156,-0.321,0.259,0.002,0.003,6719.0,2840.0,1.0
att_str[Bournemouth],0.221,0.143,-0.028,0.499,0.002,0.001,7940.0,2903.0,1.0
att_str[Bristol City],0.09,0.147,-0.162,0.378,0.002,0.002,7762.0,3376.0,1.0
att_str[Cardiff City],-0.098,0.157,-0.39,0.208,0.002,0.002,6623.0,3081.0,1.0
att_str[Coventry],0.097,0.146,-0.159,0.364,0.002,0.002,6668.0,2883.0,1.0
att_str[Derby],-0.192,0.172,-0.51,0.122,0.002,0.002,5641.0,3325.0,1.0
att_str[Fulham],0.496,0.117,0.284,0.728,0.001,0.001,8900.0,2959.0,1.0
att_str[Huddersfield Town],0.022,0.142,-0.228,0.304,0.002,0.002,7247.0,2651.0,1.0
att_str[Hull],-0.25,0.173,-0.57,0.074,0.002,0.002,5779.0,3028.0,1.0
att_str[Luton Town],0.062,0.143,-0.228,0.303,0.002,0.002,7686.0,3016.0,1.0
att_str[Middlesbrough],0.073,0.145,-0.206,0.33,0.002,0.002,7193.0,2788.0,1.0
att_str[Millwall],-0.075,0.16,-0.373,0.22,0.002,0.002,5681.0,2831.0,1.0
att_str[Nottm Forest],0.246,0.133,-0.022,0.48,0.002,0.001,7092.0,2976.0,1.0
att_str[Peterborough United],-0.214,0.173,-0.538,0.101,0.002,0.002,5778.0,3192.0,1.0
att_str[Preston],-0.08,0.165,-0.406,0.224,0.002,0.003,6528.0,2784.0,1.0
att_str[QPR],-0.023,0.156,-0.312,0.269,0.002,0.003,6759.0,3220.0,1.0
att_str[Reading],-0.077,0.156,-0.387,0.206,0.002,0.002,6653.0,3099.0,1.0
att_str[Sheff Utd],0.137,0.141,-0.122,0.408,0.002,0.002,7811.0,2794.0,1.0
att_str[Stoke],-0.034,0.147,-0.307,0.236,0.002,0.002,6451.0,3023.0,1.0
att_str[Swansea],0.036,0.153,-0.25,0.323,0.002,0.003,7019.0,2718.0,1.0
att_str[West Brom],0.034,0.153,-0.268,0.299,0.002,0.003,7627.0,2857.0,1.0
def_str[Barnsley],0.279,0.133,0.003,0.512,0.001,0.001,9141.0,2935.0,1.0
def_str[Birmingham],0.225,0.13,-0.03,0.454,0.001,0.001,8219.0,3175.0,1.0
def_str[Blackburn],-0.179,0.175,-0.511,0.143,0.002,0.002,5998.0,2747.0,1.0
def_str[Blackpool],0.042,0.152,-0.248,0.326,0.002,0.003,7960.0,2903.0,1.0
def_str[Bournemouth],-0.332,0.181,-0.672,0.002,0.002,0.002,6036.0,2648.0,1.0
def_str[Bristol City],0.294,0.133,0.052,0.544,0.001,0.001,8701.0,3122.0,1.0
def_str[Cardiff City],0.075,0.148,-0.205,0.351,0.002,0.002,7908.0,3000.0,1.0
def_str[Coventry],0.012,0.152,-0.267,0.308,0.002,0.003,7771.0,2845.0,1.0
def_str[Derby],-0.0,0.154,-0.285,0.282,0.002,0.003,6643.0,3055.0,1.0
def_str[Fulham],-0.196,0.171,-0.521,0.122,0.002,0.002,6542.0,3170.0,1.0
def_str[Huddersfield Town],-0.169,0.166,-0.477,0.134,0.002,0.002,6581.0,3044.0,1.0
def_str[Hull],-0.019,0.154,-0.298,0.281,0.002,0.003,7299.0,3017.0,1.0
def_str[Luton Town],-0.038,0.153,-0.324,0.246,0.002,0.002,7531.0,3068.0,1.0
def_str[Middlesbrough],-0.165,0.164,-0.485,0.124,0.002,0.002,6387.0,2841.0,1.0
def_str[Millwall],-0.134,0.16,-0.434,0.176,0.002,0.002,6394.0,2909.0,1.0
def_str[Nottm Forest],-0.209,0.167,-0.539,0.075,0.002,0.002,6865.0,3374.0,1.0
def_str[Peterborough United],0.4,0.129,0.158,0.639,0.001,0.001,9620.0,3023.0,1.0
def_str[Preston],-0.032,0.159,-0.316,0.276,0.002,0.003,7042.0,2690.0,1.0
def_str[QPR],0.073,0.145,-0.201,0.337,0.002,0.002,6985.0,3252.0,1.0
def_str[Reading],0.368,0.125,0.123,0.593,0.001,0.001,9397.0,3213.0,1.0
def_str[Sheff Utd],-0.166,0.164,-0.473,0.144,0.002,0.002,6207.0,2781.0,1.0
def_str[Stoke],-0.053,0.163,-0.349,0.269,0.002,0.003,7275.0,3170.0,1.0
def_str[Swansea],0.186,0.144,-0.088,0.455,0.002,0.001,8041.0,2398.0,1.0
def_str[West Brom],-0.263,0.181,-0.594,0.072,0.002,0.002,5863.0,3111.0,1.0
