,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
att_str[Blackburn],0.027,0.155,-0.265,0.305,0.002,0.003,6044.0,3066.0,1.0
att_str[Bristol City],-0.075,0.153,-0.355,0.211,0.002,0.002,5617.0,2864.0,1.0
att_str[Cardiff City],-0.143,0.158,-0.435,0.152,0.002,0.002,6185.0,2680.0,1.0
att_str[Coventry],0.143,0.139,-0.109,0.41,0.002,0.002,6187.0,2761.0,1.0
att_str[Huddersfield Town],-0.173,0.161,-0.482,0.128,0.002,0.002,5670.0,2990.0,1.0
att_str[Hull],0.085,0.144,-0.183,0.352,0.002,0.002,6625.0,3101.0,1.0
att_str[Ipswich],0.385,0.123,0.164,0.624,0.001,0.001,7964.0,3007.0,1.0
att_str[Leeds],0.295,0.124,0.07,0.534,0.001,0.001,7857.0,2806.0,1.0
att_str[Leicester],0.378,0.129,0.149,0.634,0.002,0.001,7301.0,2756.0,1.0
att_str[Middlesbrough],0.133,0.146,-0.132,0.404,0.002,0.002,7929.0,3154.0,1.0
att_str[Millwall],-0.26,0.171,-0.606,0.038,0.002,0.002,5130.0,2773.0,1.0
att_str[Norwich],0.215,0.137,-0.046,0.471,0.002,0.001,7418.0,2637.0,1.0
att_str[Plymouth Argyle],-0.066,0.159,-0.371,0.23,0.002,0.002,5450.0,2881.0,1.0
att_str[Preston],-0.104,0.155,-0.395,0.176,0.002,0.002,6007.0,3275.0,1.0
att_str[QPR],-0.194,0.168,-0.511,0.106,0.002,0.002,6033.0,2611.0,1.0
att_str[Rotherham United],-0.485,0.186,-0.828,-0.144,0.003,0.002,5309.0,3419.0,1.0
att_str[Sheff Wed],-0.188,0.165,-0.495,0.121,0.002,0.002,5349.0,2908.0,1.0
att_str[Southampton],0.342,0.12,0.121,0.569,0.001,0.001,7342.0,2738.0,1.0
att_str[Stoke],-0.113,0.162,-0.432,0.178,0.002,0.002,6539.0,3042.0,1.0
att_str[Sunderland],-0.111,0.161,-0.424,0.177,0.002,0.002,6295.0,2716.0,1.0
att_str[Swansea],-0.001,0.147,-0.285,0.266,0.002,0.003,5790.0,2738.0,1.0
att_str[Watford],-0.024,0.149,-0.292,0.26,0.002,0.003,5531.0,2747.0,1.0
att_str[West Brom],0.128,0.14,-0.132,0.391,0.002,0.002,6787.0,3130.0,1.0
def_str[Birmingham],0.026,0.145,-0.238,0.296,0.002,0.002,6346.0,3315.0,1.0
def_str[Blackburn],0.166,0.143,-0.103,0.441,0.002,0.002,6994.0,2768.0,1.0
def_str[Bristol City],-0.113,0.159,-0.408,0.182,0.002,0.002,6039.0,3051.0,1.0
def_str[Cardiff City],0.185,0.132,-0.051,0.449,0.002,0.001,7211.0,2832.0,1.0
def_str[Coventry],0.046,0.146,-0.23,0.316,0.002,0.002,6600.0,2691.0,1.0
def_str[Huddersfield Town],0.224,0.131,-0.029,0.461,0.002,0.001,6724.0,3036.0,1.01
def_str[Hull],-0.039,0.152,-0.338,0.228,0.002,0.002,5798.0,2779.0,1.0
def_str[Ipswich],-0.05,0.153,-0.349,0.233,0.002,0.003,6738.0,2775.0,1.0
def_str[Leeds],-0.39,0.169,-0.725,-0.083,0.003,0.002,4305.0,2708.0,1.0
def_str[Leicester],-0.322,0.173,-0.641,0.012,0.002,0.002,5755.0,3066.0,1.0
def_str[Middlesbrough],0.001,0.147,-0.266,0.277,0.002,0.002,6861.0,2736.0,1.0
def_str[Millwall],-0.077,0.149,-0.353,0.203,0.002,0.002,6491.0,2902.0,1.0
def_str[Norwich],0.038,0.141,-0.227,0.297,0.002,0.002,6166.0,2916.0,1.0
def_str[Plymouth Argyle],0.163,0.14,-0.103,0.417,0.002,0.002,7595.0,2718.0,1.0
def_str[Preston],0.073,0.138,-0.194,0.324,0.002,0.002,6900.0,2944.0,1.0
def_str[QPR],-0.128,0.158,-0.426,0.178,0.002,0.002,5583.0,2983.0,1.0
def_str[Rotherham United],0.325,0.131,0.079,0.566,0.001,0.001,8177.0,3156.0,1.0
def_str[Sheff Wed],0.091,0.139,-0.174,0.348,0.002,0.002,6816.0,2848.0,1.0
def_str[Southampton],-0.044,0.145,-0.307,0.225,0.002,0.002,5972.0,3309.0,1.0
def_str[Stoke],-0.011,0.147,-0.299,0.258,0.002,0.003,6054.0,2789.0,1.0
def_str[Sunderland],-0.08,0.156,-0.379,0.205,0.002,0.002,7216.0,2502.0,1.0
def_str[Swansea],0.082,0.144,-0.186,0.349,0.002,0.002,7393.0,2784.0,1.0
def_str[Watford],0.019,0.151,-0.281,0.295,0.002,0.003,6962.0,2719.0,1.0
def_str[West Brom],-0.183,0.157,-0.467,0.125,0.002,0.002,5803.0,2757.0,1.0
