,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
def_str_raw[Man United],-0.044,0.188,-0.39,0.316,0.003,0.003,2943.0,2372.0,1.0
def_str_raw[Newcastle],-0.029,0.192,-0.405,0.317,0.004,0.003,2770.0,2807.0,1.0
def_str_raw[Nottm Forest],0.018,0.181,-0.338,0.341,0.004,0.003,2304.0,2715.0,1.0
def_str_raw[Sunderland],0.009,0.195,-0.381,0.352,0.004,0.003,2742.0,2271.0,1.0
def_str_raw[Tottenham],0.142,0.169,-0.192,0.443,0.003,0.003,2579.0,2854.0,1.0
def_str_raw[West Ham],0.162,0.173,-0.176,0.469,0.004,0.003,2315.0,2590.0,1.0
def_str_raw[Wolves],0.125,0.173,-0.207,0.451,0.004,0.003,2320.0,2479.0,1.0
red_att_effect,-0.602,0.199,-0.99,-0.242,0.003,0.004,4936.0,2863.0,1.0
red_def_effect,0.554,0.195,0.2,0.948,0.003,0.003,5704.0,3138.0,1.0
home_adv,0.154,0.058,0.047,0.264,0.001,0.001,3481.0,2506.0,1.0
baseline,0.098,0.046,0.006,0.178,0.001,0.001,3795.0,2356.0,1.0
sigma_att,1.209,0.898,0.005,2.81,0.013,0.015,3367.0,1835.0,1.0
sigma_def,1.193,0.91,0.002,2.801,0.013,0.015,2506.0,1197.0,1.0
att_str[Arsenal],0.259,0.144,-0.007,0.534,0.002,0.003,6308.0,2807.0,1.0
att_str[Aston Villa],0.037,0.155,-0.253,0.332,0.002,0.003,6106.0,3187.0,1.0
att_str[Bournemouth],0.097,0.151,-0.195,0.368,0.002,0.003,7805.0,3082.0,1.0
att_str[Brentford],0.074,0.152,-0.222,0.35,0.002,0.002,5580.0,2783.0,1.0
att_str[Brighton],0.051,0.16,-0.254,0.349,0.002,0.003,5877.0,3430.0,1.0
att_str[Burnley],-0.351,0.196,-0.712,0.012,0.003,0.004,5654.0,2577.0,1.0
att_str[Chelsea],0.242,0.146,-0.026,0.519,0.002,0.003,7852.0,2812.0,1.0
att_str[Crystal Palace],-0.048,0.165,-0.359,0.253,0.002,0.003,7003.0,2895.0,1.0
att_str[Everton],-0.105,0.168,-0.429,0.198,0.002,0.003,7010.0,2827.0,1.0
att_str[Fulham],-0.039,0.155,-0.334,0.248,0.002,0.003,6421.0,3033.0,1.0
att_str[Leeds],-0.019,0.174,-0.353,0.301,0.002,0.003,6235.0,3088.0,1.0
att_str[Liverpool],0.246,0.142,-0.016,0.516,0.002,0.002,6787.0,2772.0,1.0
att_str[Man City],0.294,0.144,0.019,0.554,0.002,0.003,7272.0,3065.0,1.0
att_str[Man United],0.178,0.145,-0.083,0.468,0.002,0.002,5974.0,3140.0,1.0
att_str[Newcastle],0.077,0.152,-0.206,0.369,0.002,0.002,5483.0,3305.0,1.0
att_str[Nottm Forest],-0.118,0.166,-0.443,0.178,0.002,0.003,6747.0,2517.0,1.0
att_str[Sunderland],-0.359,0.197,-0.737,-0.001,0.003,0.003,5663.0,2784.0,1.0
att_str[Tottenham],-0.044,0.161,-0.33,0.268,0.002,0.003,6441.0,2872.0,1.0
att_str[West Ham],-0.13,0.164,-0.433,0.173,0.002,0.003,6441.0,3067.0,1.0
att_str[Wolves],-0.342,0.177,-0.668,-0.002,0.002,0.003,6527.0,2838.0,1.0
def_str[Arsenal],-0.487,0.192,-0.858,-0.143,0.002,0.003,6209.0,3103.0,1.0
def_str[Aston Villa],0.011,0.158,-0.294,0.295,0.002,0.003,5399.0,2805.0,1.0
def_str[Bournemouth],0.107,0.155,-0.204,0.384,0.002,0.003,6743.0,2970.0,1.01
def_str[Brentford],-0.054,0.162,-0.348,0.267,0.002,0.003,5405.0,2250.0,1.0
def_str[Brighton],-0.085,0.162,-0.389,0.225,0.002,0.003,6192.0,2362.0,1.0
def_str[Burnley],0.324,0.145,0.053,0.592,0.002,0.003,6893.0,3055.0,1.0
def_str[Chelsea],-0.005,0.159,-0.288,0.307,0.002,0.003,6085.0,2877.0,1.0
def_str[Crystal Palace],-0.036,0.162,-0.332,0.279,0.002,0.003,6530.0,3006.0,1.0
def_str[Everton],0.006,0.16,-0.289,0.304,0.002,0.003,6166.0,2311.0,1.0
def_str[Fulham],0.041,0.156,-0.247,0.338,0.002,0.003,6076.0,2858.0,1.0
def_str[Leeds],0.015,0.167,-0.321,0.311,0.002,0.003,5955.0,2941.0,1.0
def_str[Liverpool],-0.098,0.163,-0.397,0.209,0.002,0.003,5916.0,3006.0,1.0
def_str[Man City],-0.168,0.174,-0.502,0.142,0.002,0.003,6575.0,3115.0,1.0
def_str[Man United],-0.038,0.164,-0.348,0.261,0.002,0.003,6580.0,3162.0,1.0
def_str[Newcastle],-0.022,0.166,-0.34,0.286,0.002,0.003,6238.0,2589.0,1.0
def_str[Nottm Forest],0.025,0.155,-0.247,0.325,0.002,0.003,6120.0,2544.0,1.0
def_str[Sunderland],0.015,0.166,-0.304,0.314,0.002,0.003,6041.0,2527.0,1.0
def_str[Tottenham],0.149,0.143,-0.096,0.434,0.002,0.002,5840.0,3028.0,1.0
def_str[West Ham],0.169,0.146,-0.102,0.438,0.002,0.002,5988.0,3011.0,1.0
def_str[Wolves],0.132,0.145,-0.137,0.421,0.002,0.003,6334.0,2958.0,1.0
