,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
def_str_raw[Crystal Palace],-0.038,0.186,-0.374,0.312,0.003,0.003,4417.0,3186.0,1.0
def_str_raw[Everton],0.003,0.183,-0.346,0.347,0.003,0.003,4564.0,3030.0,1.0
def_str_raw[Fulham],0.039,0.182,-0.308,0.381,0.003,0.003,4760.0,3130.0,1.0
def_str_raw[Leeds],0.012,0.191,-0.347,0.371,0.003,0.003,4224.0,2836.0,1.0
def_str_raw[Liverpool],-0.106,0.189,-0.448,0.268,0.003,0.003,4972.0,3028.0,1.0
def_str_raw[Man City],-0.174,0.195,-0.556,0.169,0.003,0.003,5085.0,2789.0,1.0
def_str_raw[Man United],-0.042,0.181,-0.388,0.284,0.003,0.003,4443.0,3049.0,1.0
def_str_raw[Newcastle],-0.021,0.179,-0.358,0.306,0.003,0.003,4633.0,2932.0,1.0
def_str_raw[Nottm Forest],0.023,0.183,-0.321,0.36,0.003,0.003,4421.0,2926.0,1.0
def_str_raw[Sunderland],0.009,0.193,-0.358,0.358,0.003,0.003,4450.0,3099.0,1.0
def_str_raw[Tottenham],0.15,0.175,-0.169,0.489,0.003,0.003,3980.0,2615.0,1.0
def_str_raw[West Ham],0.166,0.175,-0.151,0.502,0.003,0.003,4241.0,3171.0,1.0
def_str_raw[Wolves],0.132,0.171,-0.202,0.438,0.003,0.002,4279.0,3243.0,1.0
red_att_effect,-0.594,0.2,-0.952,-0.204,0.002,0.004,8929.0,2692.0,1.0
red_def_effect,0.549,0.201,0.195,0.936,0.002,0.003,10432.0,2810.0,1.0
home_adv,0.152,0.061,0.035,0.265,0.001,0.001,7602.0,3179.0,1.0
baseline,0.098,0.048,0.009,0.193,0.001,0.001,6275.0,3026.0,1.0
sigma_att,1.185,0.888,0.0,2.81,0.013,0.015,3372.0,1769.0,1.0
sigma_def,1.176,0.889,0.0,2.84,0.013,0.014,3615.0,2352.0,1.0
att_str[Arsenal],0.263,0.141,-0.007,0.522,0.001,0.002,9301.0,2810.0,1.0
att_str[Aston Villa],0.038,0.156,-0.261,0.321,0.002,0.003,10358.0,3141.0,1.0
att_str[Bournemouth],0.095,0.148,-0.198,0.359,0.001,0.003,10397.0,2812.0,1.0
att_str[Brentford],0.075,0.159,-0.222,0.372,0.002,0.003,10259.0,2840.0,1.0
att_str[Brighton],0.053,0.154,-0.229,0.331,0.002,0.003,10590.0,2612.0,1.0
att_str[Burnley],-0.353,0.193,-0.721,0.006,0.002,0.004,9505.0,2739.0,1.0
att_str[Chelsea],0.242,0.145,-0.042,0.507,0.002,0.003,9126.0,2907.0,1.0
att_str[Crystal Palace],-0.05,0.17,-0.37,0.262,0.002,0.003,10818.0,2685.0,1.0
att_str[Everton],-0.107,0.167,-0.409,0.221,0.002,0.003,9707.0,2718.0,1.0
att_str[Fulham],-0.038,0.158,-0.332,0.25,0.002,0.003,9403.0,3122.0,1.0
att_str[Leeds],-0.02,0.172,-0.35,0.302,0.002,0.003,9507.0,2941.0,1.0
att_str[Liverpool],0.244,0.145,-0.051,0.494,0.002,0.003,8720.0,2764.0,1.0
att_str[Man City],0.293,0.141,0.044,0.566,0.001,0.002,9747.0,2967.0,1.0
att_str[Man United],0.178,0.149,-0.095,0.48,0.001,0.003,11302.0,2854.0,1.0
att_str[Newcastle],0.076,0.153,-0.195,0.378,0.002,0.003,9194.0,2971.0,1.0
att_str[Nottm Forest],-0.117,0.168,-0.446,0.181,0.002,0.003,9613.0,2999.0,1.0
att_str[Sunderland],-0.352,0.199,-0.712,0.031,0.002,0.004,8983.0,2886.0,1.0
att_str[Tottenham],-0.041,0.16,-0.353,0.247,0.002,0.003,10073.0,2651.0,1.0
att_str[West Ham],-0.138,0.17,-0.473,0.164,0.002,0.003,9583.0,2878.0,1.0
att_str[Wolves],-0.34,0.18,-0.661,-0.002,0.002,0.003,9027.0,2506.0,1.0
def_str[Arsenal],-0.49,0.196,-0.847,-0.123,0.002,0.004,9824.0,2944.0,1.0
def_str[Aston Villa],0.012,0.159,-0.288,0.307,0.002,0.003,10248.0,2852.0,1.0
def_str[Bournemouth],0.105,0.152,-0.195,0.375,0.002,0.003,9286.0,2883.0,1.0
def_str[Brentford],-0.051,0.163,-0.342,0.272,0.002,0.003,9283.0,2541.0,1.0
def_str[Brighton],-0.085,0.16,-0.383,0.211,0.002,0.003,9607.0,2757.0,1.0
def_str[Burnley],0.327,0.141,0.066,0.586,0.001,0.003,9724.0,2691.0,1.0
def_str[Chelsea],-0.002,0.162,-0.294,0.304,0.002,0.003,8704.0,2823.0,1.0
def_str[Crystal Palace],-0.035,0.163,-0.321,0.287,0.002,0.003,7783.0,2834.0,1.0
def_str[Everton],0.005,0.159,-0.313,0.298,0.002,0.003,9944.0,2805.0,1.0
def_str[Fulham],0.041,0.158,-0.235,0.359,0.002,0.003,8537.0,2906.0,1.0
def_str[Leeds],0.014,0.165,-0.278,0.343,0.002,0.003,9082.0,3007.0,1.0
def_str[Liverpool],-0.104,0.165,-0.426,0.197,0.002,0.003,10241.0,2667.0,1.0
def_str[Man City],-0.172,0.174,-0.509,0.143,0.002,0.004,10505.0,2839.0,1.0
def_str[Man United],-0.039,0.157,-0.334,0.248,0.002,0.003,10324.0,2909.0,1.0
def_str[Newcastle],-0.018,0.156,-0.334,0.256,0.002,0.003,9452.0,3003.0,1.0
def_str[Nottm Forest],0.025,0.158,-0.286,0.309,0.002,0.003,9365.0,2610.0,1.0
def_str[Sunderland],0.011,0.165,-0.307,0.309,0.002,0.003,9232.0,2942.0,1.0
def_str[Tottenham],0.152,0.149,-0.126,0.438,0.002,0.003,9332.0,2609.0,1.0
def_str[West Ham],0.168,0.15,-0.109,0.452,0.002,0.003,8976.0,2792.0,1.0
def_str[Wolves],0.134,0.147,-0.133,0.42,0.001,0.003,10049.0,2709.0,1.0
